,time_(s),rew_action_rate,rew_balance,rew_forward_progress,rew_height,rew_motor_effort,rew_smoothness,rew_stability,rew_termination,rew_total,rew_success,x,y,z,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,global_linear_x,global_linear_y,global_linear_z,global_angular_x,global_angular_y,global_angular_z,front_left,front_right,rear_left,rear_right,position_FL_hip_joint,position_FL_thigh_joint,position_FL_calf_joint,position_FR_hip_joint,position_FR_thigh_joint,position_FR_calf_joint,position_RL_hip_joint,position_RL_thigh_joint,position_RL_calf_joint,position_RR_hip_joint,position_RR_thigh_joint,position_RR_calf_joint,torque_FL_hip_joint,torque_FL_thigh_joint,torque_FL_calf_joint,torque_FR_hip_joint,torque_FR_thigh_joint,torque_FR_calf_joint,torque_RL_hip_joint,torque_RL_thigh_joint,torque_RL_calf_joint,torque_RR_hip_joint,torque_RR_thigh_joint,torque_RR_calf_joint,out_of_limits,rollout
294,5.88,-0.01,58.25,1.06,2.47,-0.02,-23.41,166.0,0.0,204.34,295.0,7.79,12.06,0.88,0.22,0.08,0.16,-3.73,-1.7,-0.59,0.19,4.12,0.4,0.19,4.12,0.4,39.2,0.0,0.0,0.0,31.1,37.6,-97.0,-18.3,46.9,-156.0,9.4,41.2,-48.0,-9.0,45.6,-72.0,-11.7,1.4,6.1,9.1,3.0,-19.7,-0.4,-8.8,22.6,8.3,-9.3,2.9,2,4
296,5.92,-0.01,58.65,1.07,2.49,-0.02,-23.56,167.15,0.0,205.76,297.0,7.79,12.05,0.88,0.16,0.05,0.0,0.09,0.13,-0.16,0.08,-0.1,-0.19,0.08,-0.1,-0.19,32.6,0.0,48.9,42.5,37.0,32.3,-84.4,-10.7,52.0,-156.0,14.5,37.3,-48.0,-2.9,51.6,-81.0,-7.5,1.9,8.9,1.7,-0.8,-19.7,-6.8,-14.0,20.8,11.1,-15.1,-9.9,2,4
298,5.96,-0.01,59.05,1.09,2.5,-0.02,-23.73,168.29,0.0,207.16,299.0,7.79,12.04,0.88,0.19,0.15,-0.2,1.77,2.5,0.52,1.4,-2.77,-0.19,1.4,-2.77,-0.19,0.0,0.0,66.2,84.3,40.8,16.3,-74.3,-6.6,53.8,-156.0,16.8,28.6,-48.0,0.8,51.2,-98.1,-1.0,7.5,-5.1,3.2,-1.6,-19.7,-7.8,-17.7,15.9,7.0,-8.3,-5.1,2,4
300,6.0,-0.01,59.44,1.1,2.52,-0.02,-23.84,169.43,0.0,208.61,301.0,7.79,12.03,0.88,0.16,0.11,0.1,0.82,0.5,0.04,0.08,-0.93,-0.21,0.08,-0.93,-0.21,0.0,0.0,45.5,93.3,35.8,18.5,-85.2,-6.8,58.2,-156.0,13.4,23.7,-48.0,0.9,53.3,-101.2,-2.5,0.8,-0.7,5.5,-4.8,-19.7,-13.4,-20.3,11.0,5.0,-10.1,-3.4,2,4
302,6.04,-0.01,59.84,1.11,2.53,-0.02,-23.92,170.57,0.0,210.11,303.0,7.79,12.03,0.88,0.17,0.11,0.07,1.03,0.13,-0.2,-0.3,-0.87,-0.52,-0.3,-0.87,-0.52,0.0,76.5,52.6,0.0,32.0,23.8,-95.9,-7.7,59.1,-156.0,12.1,22.2,-48.0,2.4,55.3,-104.8,-4.6,4.0,-2.8,13.8,-5.7,-19.6,-17.5,-20.0,19.5,1.0,3.0,-1.2,2,4
304,6.08,-0.01,60.24,1.13,2.55,-0.02,-24.04,171.7,0.0,211.54,305.0,7.79,12.02,0.88,0.17,0.12,0.08,2.12,-0.03,-0.67,-0.81,-1.58,-1.34,-0.81,-1.58,-1.34,125.8,0.0,43.4,0.0,25.1,29.7,-105.2,-14.0,58.3,-156.0,6.2,23.7,-48.0,-0.6,57.8,-103.8,-8.0,3.7,1.2,16.8,-17.7,0.3,-7.0,-0.6,22.8,-7.8,-1.4,3.2,2,4
306,6.12,-0.01,60.64,1.14,2.56,-0.02,-24.17,172.82,0.0,212.96,307.0,7.79,12.01,0.88,0.18,0.09,0.08,-0.93,-0.97,-0.63,-0.18,1.4,-0.42,-0.18,1.4,-0.42,117.7,0.0,0.0,0.0,25.4,32.7,-99.7,-10.3,61.0,-156.0,3.9,32.0,-48.0,-14.0,48.0,-81.6,-15.6,4.8,1.1,12.9,-12.3,-18.5,1.3,-2.7,22.8,3.2,-4.5,2.7,2,4
308,6.16,-0.01,61.03,1.15,2.58,-0.02,-24.33,173.96,0.0,214.36,309.0,7.78,12.0,0.88,0.17,0.02,-0.07,-1.58,-0.41,-0.37,0.55,1.58,0.05,0.55,1.58,0.05,84.4,0.0,0.0,73.1,28.7,32.9,-95.3,-4.4,62.4,-156.0,6.4,33.2,-48.0,-13.9,42.5,-74.6,-9.4,6.2,6.6,-2.7,-2.6,-19.7,-0.6,-6.6,22.0,14.4,-9.8,-5.9,2,4
310,6.2,-0.01,61.43,1.17,2.6,-0.02,-24.41,175.11,0.0,215.85,311.0,7.78,12.0,0.87,0.19,0.02,-0.26,0.52,0.81,0.3,0.36,-0.93,0.17,0.36,-0.93,0.17,0.0,0.0,90.3,104.9,34.2,26.7,-87.9,-7.9,60.1,-156.0,12.0,30.3,-48.0,-7.9,48.1,-86.9,-2.7,1.9,1.6,5.6,-3.3,-19.7,-8.0,-16.5,17.7,8.0,-14.9,-6.9,2,4
312,6.24,-0.01,61.82,1.18,2.61,-0.02,-24.5,176.24,0.0,217.31,313.0,7.78,11.99,0.87,0.15,0.04,0.19,0.19,-0.44,-0.03,-0.45,0.09,-0.12,-0.45,0.09,-0.12,0.0,43.2,96.3,76.2,33.4,22.9,-85.0,-6.3,62.3,-156.0,12.7,26.4,-48.0,-5.6,52.5,-93.1,1.2,4.7,0.4,5.1,-2.8,-19.7,-12.1,-19.4,7.4,5.9,-11.7,-8.9,2,4
314,6.28,-0.01,62.22,1.19,2.62,-0.02,-24.55,177.37,0.0,218.81,315.0,7.78,11.99,0.87,0.16,0.03,0.09,1.23,0.1,-0.19,-0.48,-1.01,-0.56,-0.48,-1.01,-0.56,25.3,79.0,92.9,35.3,32.1,26.8,-85.3,-8.6,61.6,-156.0,12.2,23.7,-48.0,-4.9,54.1,-98.0,-2.3,0.2,-3.1,9.9,-4.0,-19.7,-15.0,-20.0,12.4,4.7,-5.0,-7.5,2,4
316,6.32,-0.01,62.61,1.21,2.64,-0.02,-24.62,178.49,0.0,220.29,317.0,7.77,11.98,0.87,0.16,0.02,0.08,0.64,0.16,-0.21,-0.12,-0.57,-0.38,-0.12,-0.57,-0.38,60.1,68.2,81.4,8.6,28.8,27.3,-91.8,-10.3,61.7,-156.0,10.9,22.7,-48.0,-3.9,56.5,-102.7,-4.9,0.8,-0.9,14.2,-15.8,-6.1,-15.8,-15.6,22.1,-1.2,-1.5,-0.5,2,4
318,6.36,-0.01,63.0,1.22,2.65,-0.02,-24.73,179.61,0.0,221.72,319.0,7.77,11.97,0.88,0.16,0.05,0.2,-1.07,-0.52,-0.92,0.44,1.32,-0.59,0.44,1.32,-0.59,101.2,51.1,0.0,38.3,27.1,29.2,-92.7,-17.5,56.8,-151.2,8.3,26.6,-48.0,-8.9,53.6,-99.4,-12.0,4.6,2.6,14.1,-19.7,8.9,0.1,5.9,22.8,-1.2,-5.0,4.5,2,4
320,6.4,-0.01,63.4,1.23,2.67,-0.02,-24.92,180.74,0.0,223.08,321.0,7.76,11.97,0.88,0.15,-0.03,0.23,-4.43,-0.86,-1.09,2.05,4.15,0.29,2.05,4.15,0.29,46.9,0.0,0.0,35.3,32.9,34.5,-94.6,-20.0,44.7,-156.0,9.6,36.7,-48.0,-12.2,44.4,-87.8,-14.6,-1.4,4.4,14.1,1.4,-16.9,0.1,-9.2,22.8,6.8,-1.4,2.8,2,4
322,6.44,-0.01,63.79,1.25,2.69,-0.02,-25.05,181.88,0.0,224.52,323.0,7.76,11.96,0.89,0.19,-0.07,0.06,-0.88,-0.1,-0.07,0.44,0.74,0.19,0.44,0.74,0.19,44.2,0.0,78.9,94.3,40.5,33.3,-89.0,-10.5,46.1,-156.0,13.8,32.0,-48.0,-5.9,42.9,-84.7,-11.8,2.4,2.9,-1.2,4.3,-19.7,-4.3,-11.5,21.2,13.4,-9.9,-6.2,2,4
324,6.48,-0.01,64.19,1.26,2.7,-0.02,-25.12,183.02,0.0,226.02,325.0,7.75,11.96,0.88,0.24,-0.01,-0.13,1.31,1.31,0.4,0.25,-1.88,-0.11,0.25,-1.88,-0.11,17.7,0.0,97.2,75.8,40.4,23.2,-84.5,-7.3,54.3,-156.0,16.7,26.1,-48.0,-2.8,44.9,-95.4,-2.8,2.8,-0.9,4.2,-1.3,-19.7,-8.6,-18.4,13.6,7.1,-10.3,-5.2,2,4
326,6.52,-0.01,64.58,1.29,2.72,-0.02,-25.23,184.15,0.0,227.48,327.0,7.74,11.95,0.88,0.29,-0.03,0.12,2.85,-0.16,-0.06,-1.69,-2.02,-1.09,-1.69,-2.02,-1.09,0.0,85.5,99.1,95.3,35.6,20.7,-86.9,-6.0,58.6,-156.0,13.1,22.5,-48.0,-5.0,48.1,-101.9,1.6,3.7,1.6,6.3,-2.2,-19.7,-14.4,-19.5,6.7,6.7,-10.2,-2.2,2,4
328,6.56,-0.01,64.98,1.31,2.74,-0.02,-25.3,185.27,0.0,228.95,329.0,7.74,11.94,0.88,0.28,-0.05,0.11,1.31,0.17,-0.23,-0.53,-1.03,-0.67,-0.53,-1.03,-0.67,42.7,74.8,90.4,0.0,33.0,25.6,-86.8,-8.8,59.3,-156.0,11.2,21.7,-48.0,-5.5,50.7,-105.6,-2.9,1.9,-1.2,10.6,-6.0,-18.9,-16.8,-18.7,15.8,3.6,1.4,-1.6,2,4
330,6.6,-0.01,65.37,1.33,2.75,-0.02,-25.38,186.38,0.0,230.42,331.0,7.73,11.93,0.88,0.29,-0.03,0.17,1.05,-0.2,-0.65,-0.5,-0.52,-1.03,-0.5,-0.52,-1.03,58.7,154.0,23.4,2.1,29.4,27.0,-87.3,-14.8,57.8,-155.0,7.3,23.1,-48.0,-5.8,53.6,-106.5,-7.3,3.1,0.5,11.0,-20.3,20.1,-5.3,5.1,22.8,-3.1,-0.0,3.1,2,4
332,6.64,-0.01,65.76,1.36,2.77,-0.02,-25.61,187.5,0.0,231.75,333.0,7.72,11.92,0.88,0.25,-0.05,0.26,-4.54,-1.91,-1.63,1.9,4.82,-0.21,1.9,4.82,-0.21,121.3,0.0,0.0,58.1,30.6,33.1,-91.8,-24.5,42.6,-134.3,7.6,37.6,-48.0,-9.9,50.0,-96.1,-16.7,3.3,2.2,13.2,-14.0,-17.1,3.3,-7.7,22.8,4.1,-5.2,1.2,1,4
334,6.68,-0.01,66.16,1.38,2.79,-0.02,-25.89,188.64,0.0,233.04,335.0,7.7,11.92,0.89,0.26,-0.13,0.13,-5.12,-1.32,-1.17,2.66,4.7,0.47,2.66,4.7,0.47,40.9,0.0,0.0,38.5,40.2,35.7,-95.1,-20.0,23.6,-156.0,15.9,38.2,-48.0,-10.2,39.1,-89.6,-14.4,-2.0,0.5,8.0,10.3,-18.0,-1.7,-8.0,22.7,10.6,-3.3,-0.2,2,4
336,6.72,-0.01,66.56,1.4,2.8,-0.02,-26.04,189.76,0.0,234.45,337.0,7.69,11.91,0.89,0.33,-0.12,0.02,-0.41,-0.11,0.28,0.2,0.25,0.39,0.2,0.25,0.39,54.9,0.0,80.5,108.4,44.6,30.6,-94.5,-10.5,40.8,-156.0,22.8,30.7,-48.0,-4.0,40.0,-93.5,-13.9,5.3,5.0,5.3,1.1,-19.7,-7.1,-17.6,20.7,13.1,-9.3,-1.5,2,4
338,6.76,-0.01,66.96,1.43,2.82,-0.02,-26.15,190.89,0.0,235.91,339.0,7.68,11.91,0.88,0.28,-0.05,-0.12,3.41,1.54,0.42,-1.24,-3.46,-0.79,-1.24,-3.46,-0.79,0.0,0.0,100.0,45.9,43.2,20.9,-89.7,-0.5,58.1,-156.0,22.0,25.0,-48.0,-4.5,40.7,-102.5,2.2,3.6,-0.1,-1.1,-0.2,-19.7,-12.2,-19.8,4.9,8.2,-5.0,-4.2,2,4
340,6.8,-0.01,67.36,1.45,2.84,-0.02,-26.3,192.03,0.0,237.34,341.0,7.67,11.9,0.88,0.35,-0.05,0.05,2.22,-0.22,-0.29,-1.58,-1.27,-0.97,-1.58,-1.27,-0.97,0.0,62.1,67.2,72.8,39.4,21.5,-86.6,-1.8,61.6,-156.0,16.3,22.6,-48.0,-9.2,43.9,-111.4,-3.6,-0.1,-2.0,9.6,-6.4,-19.7,-17.4,-19.7,9.4,8.5,-2.5,3.2,2,4
342,6.84,-0.01,67.75,1.48,2.85,-0.02,-26.39,193.17,0.0,238.82,343.0,7.66,11.89,0.88,0.32,-0.04,0.11,2.09,0.19,-0.38,-1.18,-1.45,-1.02,-1.18,-1.45,-1.02,48.6,33.3,68.4,0.0,33.0,28.4,-89.8,-6.3,61.4,-156.0,12.6,22.1,-48.0,-7.3,50.9,-112.5,-7.1,5.0,-3.9,11.7,-15.8,-2.7,-13.8,-8.4,21.8,-0.3,1.8,2.5,2,4
344,6.88,-0.01,68.15,1.51,2.87,-0.03,-26.57,194.29,0.0,240.2,345.0,7.65,11.88,0.88,0.3,0.04,0.23,-1.09,-1.68,-1.19,0.06,2.11,-0.99,0.06,2.11,-0.99,100.0,43.1,0.0,0.0,26.9,33.7,-94.2,-23.6,52.3,-144.6,4.9,32.9,-48.0,-7.8,58.2,-98.1,-13.0,4.5,3.9,14.2,-18.1,15.8,3.1,1.7,22.8,-1.9,-6.0,5.3,1,4
346,6.92,-0.02,68.55,1.53,2.88,-0.03,-26.86,195.44,0.0,241.5,347.0,7.64,11.87,0.89,0.28,-0.07,0.2,-4.49,-2.09,-1.13,2.29,4.54,-0.06,2.29,4.54,-0.06,45.7,0.0,0.0,0.0,29.2,37.4,-97.7,-28.3,31.8,-150.8,7.7,44.8,-48.0,-6.8,49.1,-78.0,-13.2,-0.1,5.8,18.4,9.4,-6.7,-1.9,-10.4,22.8,3.3,-1.7,-0.1,2,4
348,6.96,-0.02,68.94,1.55,2.9,-0.03,-27.12,196.59,0.0,242.83,349.0,7.63,11.87,0.89,0.31,-0.09,0.1,-1.59,-0.96,-0.41,0.66,1.78,0.0,0.66,1.78,0.0,43.3,0.0,22.9,39.3,37.5,35.8,-89.5,-13.5,37.1,-156.0,14.9,37.6,-48.0,0.8,52.0,-80.0,-11.4,4.2,6.8,-2.9,7.6,-19.7,-5.2,-14.4,21.6,14.6,-13.6,-8.1,2,4
350,7.0,-0.02,69.34,1.57,2.92,-0.03,-27.22,197.74,0.0,244.31,351.0,7.62,11.86,0.89,0.19,-0.03,-0.1,1.31,1.7,0.37,0.02,-2.18,-0.11,0.02,-2.18,-0.11,13.3,0.0,47.7,42.3,37.6,26.8,-82.7,-7.1,54.2,-156.0,17.8,33.4,-48.0,4.4,55.6,-90.9,-3.2,2.9,-2.4,5.9,-5.2,-19.7,-5.3,-18.9,17.3,5.2,-11.9,-6.4,2,4
352,7.04,-0.02,69.74,1.59,2.94,-0.03,-27.37,198.88,0.0,245.74,353.0,7.61,11.86,0.88,0.26,-0.02,-0.1,4.25,1.6,0.28,-2.25,-3.82,-1.04,-2.25,-3.82,-1.04,0.0,24.7,123.7,73.4,39.8,14.9,-89.8,-3.1,58.2,-156.0,16.5,21.7,-48.0,5.9,51.8,-97.9,-3.0,10.8,3.1,5.1,-4.4,-19.7,-14.2,-19.2,9.4,4.9,-9.9,-5.9,2,4
354,7.08,-0.02,70.14,1.6,2.95,-0.03,-27.46,200.03,0.0,247.22,355.0,7.6,11.86,0.88,0.19,-0.01,0.21,1.6,0.1,-0.45,-1.05,-0.94,-0.89,-1.05,-0.94,-0.89,0.0,46.8,91.5,0.0,31.7,19.6,-90.7,-6.5,59.2,-156.0,12.3,20.9,-48.0,3.5,53.5,-100.1,-2.7,3.6,0.4,10.5,-6.5,-19.7,-16.4,-19.5,15.6,2.8,0.6,-3.4,2,4
356,7.12,-0.02,70.54,1.62,2.97,-0.03,-27.52,201.16,0.0,248.73,357.0,7.6,11.85,0.89,0.2,0.01,0.14,1.95,0.29,-0.68,-1.13,-1.26,-1.22,-1.13,-1.26,-1.22,16.4,27.7,70.3,7.7,25.7,23.4,-95.2,-12.0,57.7,-156.0,6.8,21.6,-48.0,1.0,54.8,-103.9,-5.8,2.1,0.9,15.5,-17.0,-6.6,-11.0,-7.4,22.7,-5.8,-1.7,0.2,2,4
358,7.16,-0.02,70.94,1.64,2.99,-0.03,-27.63,202.29,0.0,250.18,359.0,7.59,11.85,0.89,0.22,0.0,0.12,-0.67,-0.27,-0.87,0.66,0.65,-0.65,0.66,0.65,-0.65,128.6,0.0,0.0,13.3,25.1,26.3,-93.0,-12.1,58.3,-156.0,4.2,26.3,-48.0,-10.6,47.9,-94.5,-15.1,6.5,-0.9,14.6,-17.9,-9.0,1.3,1.6,22.8,-0.0,-3.0,5.6,2,4
360,7.2,-0.02,71.34,1.66,3.01,-0.03,-27.74,203.43,0.0,251.64,361.0,7.58,11.84,0.89,0.23,-0.03,0.03,-2.05,-0.36,-0.72,1.67,1.43,-0.1,1.67,1.43,-0.1,46.1,0.0,0.0,96.3,28.8,28.8,-92.2,-8.5,57.9,-156.0,6.6,31.9,-48.0,-13.9,40.9,-82.3,-11.3,7.9,6.1,3.9,1.3,-19.8,-0.1,-6.3,22.5,12.7,-5.1,-0.7,2,4
362,7.24,-0.02,71.73,1.68,3.02,-0.03,-27.83,204.57,0.0,253.14,363.0,7.57,11.84,0.89,0.25,-0.05,-0.14,-0.48,0.07,-0.12,0.46,0.2,0.03,0.46,0.2,0.03,52.4,0.0,77.8,114.5,32.9,28.6,-91.6,-6.9,58.1,-156.0,10.6,28.1,-48.0,-9.1,44.6,-86.4,-6.4,4.4,6.0,2.2,-1.0,-19.7,-7.8,-12.1,20.3,11.5,-14.1,-6.8,2,4
364,7.28,-0.02,72.13,1.7,3.04,-0.03,-27.89,205.72,0.0,254.66,365.0,7.56,11.84,0.88,0.26,-0.04,-0.08,0.65,0.53,-0.16,-0.21,-0.75,-0.36,-0.21,-0.75,-0.36,0.0,66.9,111.2,77.6,34.9,23.8,-90.3,-6.3,60.0,-156.0,13.6,23.8,-48.0,-5.3,48.6,-94.2,-0.3,2.1,2.3,3.5,-4.4,-19.7,-10.6,-19.1,9.3,5.6,-10.0,-6.8,2,4
366,7.32,-0.02,72.53,1.71,3.06,-0.03,-27.94,206.86,0.0,256.17,367.0,7.56,11.83,0.88,0.22,-0.03,0.07,0.89,0.12,-0.34,-0.57,-0.49,-0.6,-0.57,-0.49,-0.6,4.2,51.6,89.1,64.3,33.4,25.8,-88.5,-6.6,60.4,-156.0,13.7,23.4,-48.0,-4.5,51.8,-98.2,-2.2,-0.4,-0.1,7.8,-3.8,-19.7,-15.7,-19.8,13.1,4.7,-8.9,-6.4,2,4
368,7.36,-0.02,72.92,1.73,3.07,-0.03,-28.03,207.99,0.0,257.64,369.0,7.55,11.83,0.88,0.24,-0.03,0.08,1.54,-0.08,-0.42,-1.16,-0.61,-0.92,-1.16,-0.61,-0.92,53.1,71.8,89.8,7.7,30.9,26.9,-92.6,-8.7,61.0,-156.0,12.4,22.5,-48.0,-3.0,55.6,-105.8,-4.7,2.2,-2.9,13.1,-9.0,-15.0,-17.2,-18.3,20.7,0.2,-1.0,-0.3,2,4
370,7.4,-0.02,73.32,1.75,3.09,-0.03,-28.15,209.11,0.0,259.07,371.0,7.54,11.82,0.88,0.25,-0.0,0.11,1.45,-0.23,-0.9,-0.98,-0.43,-1.35,-0.98,-0.43,-1.35,93.3,60.8,25.3,0.0,25.6,31.2,-97.2,-15.4,60.0,-155.2,7.4,25.2,-48.0,-8.5,57.4,-103.0,-10.3,3.1,0.7,15.2,-19.2,8.6,-3.6,3.1,22.8,-3.0,-4.3,6.1,2,4
372,7.44,-0.02,73.71,1.77,3.1,-0.03,-28.38,210.23,0.0,260.4,373.0,7.53,11.82,0.88,0.25,-0.05,0.12,-2.11,-1.02,-0.89,1.7,1.82,-0.31,1.7,1.82,-0.31,95.9,0.0,0.0,144.9,27.2,34.0,-95.9,-16.3,56.6,-156.0,6.1,34.9,-48.0,-13.2,46.5,-80.7,-13.9,2.5,3.3,13.1,-12.0,-18.9,1.8,-2.5,22.8,3.2,-2.2,2.3,2,4
374,7.48,-0.02,74.11,1.79,3.12,-0.03,-28.44,211.38,0.0,261.91,375.0,7.51,11.82,0.88,0.26,-0.12,0.04,-1.9,-0.42,-0.48,1.63,1.17,0.06,1.63,1.17,0.06,82.5,0.0,169.8,116.0,33.4,33.3,-91.3,-9.4,55.2,-156.0,9.3,34.2,-48.0,-8.7,45.5,-76.2,-11.4,2.7,6.2,-2.2,0.4,-19.7,-1.4,-6.8,21.5,13.7,-13.0,-7.6,2,4
376,7.52,-0.02,74.5,1.81,3.13,-0.03,-28.53,212.53,0.0,263.4,377.0,7.51,11.82,0.87,0.24,-0.1,-0.15,1.46,1.47,0.19,-0.75,-1.92,-0.26,-0.75,-1.92,-0.26,0.0,0.0,92.4,101.9,37.7,22.7,-81.6,-10.1,55.2,-156.0,13.8,29.4,-48.0,-3.7,49.4,-90.3,-4.5,4.2,-2.7,5.5,-0.6,-19.7,-8.3,-17.4,15.2,8.2,-13.0,-6.4,2,4
378,7.56,-0.02,74.9,1.83,3.15,-0.03,-28.63,213.66,0.0,264.86,379.0,7.49,11.82,0.87,0.28,-0.1,0.17,2.01,-0.14,-0.02,-1.78,-0.63,-0.7,-1.78,-0.63,-0.7,0.0,0.0,97.1,85.8,34.0,19.6,-83.3,-7.4,60.5,-156.0,12.7,25.2,-48.0,-2.9,53.4,-96.1,2.9,6.1,-0.7,3.2,-2.0,-19.7,-14.1,-19.5,5.2,5.3,-12.9,-8.4,2,4
380,7.6,-0.02,75.29,1.86,3.16,-0.03,-28.72,214.77,0.0,266.32,381.0,7.48,11.82,0.87,0.3,-0.1,0.12,1.6,0.14,-0.46,-1.15,-0.73,-0.96,-1.15,-0.73,-0.96,5.9,77.4,89.1,9.3,31.7,28.8,-86.0,-10.4,61.1,-156.0,10.8,23.6,-48.0,-3.2,56.2,-101.3,-1.9,-0.8,-3.6,10.7,-6.0,-19.2,-15.7,-18.6,12.8,2.1,-0.4,-6.4,2,4
382,7.64,-0.02,75.68,1.88,3.17,-0.03,-28.82,215.88,0.0,267.75,383.0,7.47,11.82,0.87,0.29,-0.11,0.19,0.91,0.05,-0.66,-0.49,-0.42,-0.92,-0.49,-0.42,-0.92,65.3,153.7,33.2,0.0,28.6,30.9,-90.3,-14.7,60.0,-155.3,7.8,24.1,-48.0,-4.0,58.2,-105.2,-7.6,1.3,-0.3,12.2,-20.0,17.2,-8.6,0.9,22.8,-4.4,0.9,2.2,2,4
384,7.68,-0.02,76.07,1.9,3.19,-0.03,-29.0,216.99,0.0,269.12,385.0,7.45,11.82,0.88,0.3,-0.09,0.34,-3.69,-2.09,-1.36,3.2,3.08,-0.37,3.2,3.08,-0.37,137.8,0.0,0.0,0.0,27.7,34.9,-95.4,-26.5,44.9,-135.9,7.4,37.4,-48.0,-8.4,54.9,-92.5,-15.8,2.9,4.7,14.8,-15.0,-14.6,1.9,-7.0,22.8,0.2,-6.5,2.1,1,4
386,7.72,-0.02,76.47,1.93,3.21,-0.03,-29.32,218.14,0.0,270.37,387.0,7.44,11.82,0.89,0.3,-0.2,0.26,-5.4,-1.64,-0.98,4.78,3.11,0.53,4.78,3.11,0.53,43.6,0.0,0.0,51.1,35.3,34.0,-95.1,-21.5,27.4,-156.0,13.8,40.6,-48.0,-6.8,45.8,-82.2,-14.1,-1.8,3.1,9.8,5.3,-16.1,0.3,-5.1,22.8,6.7,-4.5,-2.5,2,4
388,7.76,-0.02,76.86,1.96,3.22,-0.03,-29.48,219.27,0.0,271.79,389.0,7.42,11.83,0.89,0.35,-0.23,0.11,-0.43,0.22,0.12,0.44,-0.13,0.18,0.44,-0.13,0.18,0.0,0.0,54.3,105.3,43.3,25.7,-85.3,-10.9,35.8,-156.0,22.3,34.1,-48.0,1.7,46.8,-87.7,-13.4,5.9,4.6,2.8,4.5,-19.7,-7.0,-17.0,21.5,13.6,-11.2,-5.9,2,4
390,7.8,-0.02,77.26,1.98,3.24,-0.03,-29.6,220.41,0.0,273.24,391.0,7.4,11.83,0.89,0.29,-0.13,-0.1,3.3,2.08,0.49,-2.56,-2.91,-0.64,-2.56,-2.91,-0.64,0.0,0.0,107.1,51.9,43.0,15.1,-81.7,-3.1,54.2,-156.0,22.0,26.9,-48.0,2.7,46.5,-98.7,0.1,7.3,-2.1,1.3,-0.5,-19.7,-11.3,-18.1,10.8,6.5,-5.8,-2.8,2,4
392,7.84,-0.02,77.65,2.01,3.26,-0.03,-29.73,221.54,0.0,274.69,393.0,7.39,11.83,0.88,0.36,-0.15,0.16,3.98,-0.08,-0.12,-3.56,-0.96,-1.5,-3.56,-0.96,-1.5,0.0,71.4,103.8,96.1,37.3,18.9,-84.0,-3.3,58.9,-156.0,14.3,20.3,-48.0,-2.4,46.6,-106.4,0.3,0.1,-0.9,9.7,-6.5,-19.7,-14.0,-18.7,7.2,6.4,-6.4,1.3,2,4
394,7.88,-0.02,78.04,2.04,3.27,-0.03,-29.79,222.66,0.0,276.18,395.0,7.38,11.83,0.88,0.33,-0.16,0.19,1.99,0.24,-0.46,-1.56,-0.77,-1.1,-1.56,-0.77,-1.1,33.0,39.2,70.3,8.8,32.5,24.5,-83.4,-9.6,57.7,-156.0,9.3,20.2,-48.0,-4.4,49.1,-108.0,-2.8,0.9,-0.9,9.1,-14.8,-6.3,-12.4,-8.4,20.7,1.9,0.3,0.6,2,4
396,7.92,-0.02,78.44,2.06,3.29,-0.03,-29.91,223.76,0.0,277.61,397.0,7.36,11.84,0.89,0.32,-0.12,0.33,-1.04,-1.25,-0.96,1.13,1.32,-0.76,1.13,1.32,-0.76,64.8,137.1,0.0,0.0,29.4,27.6,-83.3,-20.0,51.2,-147.8,4.6,26.2,-48.0,-6.1,51.2,-103.4,-9.4,4.0,2.1,10.0,-21.0,21.9,2.8,9.8,22.8,-2.3,-1.0,1.4,1,4
398,7.96,-0.02,78.83,2.09,3.31,-0.03,-30.15,224.9,0.0,278.93,399.0,7.34,11.84,0.89,0.31,-0.2,0.23,-5.15,-1.84,-1.61,5.06,2.63,-0.19,5.06,2.63,-0.19,60.9,0.0,0.0,27.5,33.8,32.9,-89.6,-26.9,25.6,-126.4,10.8,41.5,-48.0,-8.3,46.5,-98.1,-17.0,-0.1,-2.7,15.2,-5.7,-20.1,1.2,-10.6,22.8,5.5,-2.8,3.3,1,4
400,8.0,-0.02,79.23,2.12,3.33,-0.03,-30.41,226.04,0.0,280.26,401.0,7.33,11.85,0.9,0.43,-0.2,0.01,-4.91,-1.98,-0.49,4.54,2.62,0.91,4.54,2.62,0.91,44.0,0.0,0.0,43.0,43.7,31.7,-91.6,-16.0,13.4,-156.0,21.8,32.7,-48.0,-7.4,34.9,-93.8,-13.5,3.4,-0.1,2.9,15.0,-18.0,-2.6,-6.9,22.6,15.7,-1.9,-0.3,2,4
402,8.04,-0.02,79.63,2.16,3.35,-0.03,-30.57,227.17,0.0,281.68,403.0,7.31,11.85,0.89,0.45,-0.2,-0.09,0.98,-0.51,0.72,-1.13,0.14,0.65,-1.13,0.14,0.65,0.0,0.0,61.6,131.3,45.8,27.0,-92.7,-3.1,52.8,-156.0,29.6,28.8,-48.0,-3.3,37.0,-98.5,-13.9,8.6,3.4,5.4,-4.7,-19.7,-9.3,-19.0,20.1,12.0,-7.6,1.4,2,4
